PERIODO;ETAPA;CURSO;TURNO;Nº EXP;NOTA1;NOTA2;NOTA3;NOTA4;NOTA5;NOTA6;MEDIA;APROBADO;FALTAS ACUMULADAS;SEXO;EDAD;LOCALIDAD;Nacionalidad
2015-2016;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-11-AYF-2014;9,0;9,0;5,0;9,0;5,0;9,0;7,7;SI;12;M;18;VALDEMORO;ESPAÑOLA
2015-2016;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-12-AYF-2014;10,0;9,0;9,0;10,0;9,0;10,0;9,5;SI;14;M;19;MORALZARZAL;ESPAÑOLA
2015-2016;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-13-AYF-2014;10,0;9,0;10,0;10,0;9,0;10,0;9,7;SI;26;M;19;MADRID;ESPAÑOLA
2015-2016;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-14-AYF-2014;10,0;8,0;9,0;9,0;9,0;9,0;9,0;SI;15;M;19;MADRID;ESPAÑOLA
2015-2016;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-15-AYF-2014;9,0;8,0;8,0;9,0;9,0;9,0;8,7;SI;37;M;22;COLLADO VILLALBA;COLOMBIANA
2015-2016;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-16-AYF-2014;9,0;9,0;5,0;9,0;5,0;9,0;7,7;SI;22;M;28;ARAVACA;ESPAÑOLA
2015-2016;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-17-AYF-2014;10,0;9,0;9,0;10,0;9,0;10,0;9,5;SI;13;M;18;FUENLABRADA;ESPAÑOLA
2015-2016;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-18-AYF-2014;10,0;9,0;10,0;10,0;9,0;10,0;9,7;SI;26;M;18;TORREJON DE ARDOZ;ESPAÑOLA
2015-2016;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-19-AYF-2014;10,0;8,0;9,0;9,0;9,0;9,0;9,0;SI;73;M;18;MADRID;ESPAÑOLA
2015-2016;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-20-AYF-2014;9,0;8,0;8,0;9,0;9,0;9,0;8,7;SI;26;M;18;MADRID;ESPAÑOLA
2015-2016;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-21-AYF-2014;10,0;9,0;9,0;8,0;9,0;9,0;9,0;SI;13;M;21;MADRID;ESPAÑOLA
2015-2016;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-22-AYF-2014;8,0;9,0;9,0;9,2;9,0;9,0;8,9;SI;45;M;18;PINTO;ESPAÑOLA
2015-2016;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-23-AYF-2014;7,0;10,0;9,0;8,7;8,3;7,3;8,4;SI;14;M;24;MADRID;ESPAÑOLA
2015-2016;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-24-AYF-2014;7,0;10,0;9,0;8,7;8,3;7,3;8,4;SI;14;M;18;MADRID;ESPAÑOLA
2015-2016;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-25-AYF-2014;6,0;10,0;9,0;10,0;7,3;7,3;8,3;SI;7;M;18;MADRID;ESPAÑOLA
2015-2016;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-27-AYF-2014;6,0;10,0;9,0;8,7;8,3;7,3;8,2;SI;14;M;18;MADRID;ESPAÑOLA
2015-2016;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-28-AYF-2014;6,0;10,0;9,0;10,0;7,3;7,3;8,3;SI;22;M;19;FUENLABRADA;ESPAÑOLA
2015-2016;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-26-AYF-2014;10,0;9,0;9,0;8,7;8,3;7,3;8,7;SI;13;M;22;COSLADA;ESPAÑOLA
2015-2016;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-29-AYF-2014;10,0;9,0;9,0;8,7;8,3;7,3;8,7;SI;15;M;28;PINTO;ESPAÑOLA
2015-2016;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-30-AYF-2014;10,0;9,0;9,0;10,0;9,0;9,0;9,3;SI;37;M;18;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-18-DAM-2015;6,0;5,0;6;6,0;7,0;6,0;6,0;SI;102;H;23;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-01-ASI-2013;5,0;5,0;5,0;7,0;6,0;6,0;5,7;SI;60;H;22;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-20-DAM-2015;7,0;7,0;9,0;9,0;8,0;7,0;7,8;SI;49;H;26;MOSTOLES;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-13-DAM-2015;9,0;7,0;9,0;9,0;8,0;7,0;8,2;SI;45;H;21;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-02-DAM-2015;8,0;8,0;9,0;9,0;7,0;8,0;8,2;SI;22;H;21;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-11-SMR-2013;8,0;7,0;8,0;7,0;8,0;8,0;7,7;SI;16;H;32;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-11-DAM-2015;7,0;7,0;9,0;7,0;6,0;7,0;7,2;SI;11;H;30;FUENLABRADA;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-16-DAM-2015;7,0;6,0;8,0;8,0;7,0;7,0;7,2;SI;26;H;21;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-08-DAM-2015;5,0;6,0;9,0;7,0;5,0;7,0;6,5;SI;40;H;21;TORREJON DE ARDOZ;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-14-DAM-2015;9,0;6,0;5,0;9,0;8,0;8,0;7,5;SI;0;H;24;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-15-DAM-2015;4,0;6,0;7,0;6,0;6,0;7,0;6,0;SI;48;H;20;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-07-DAM-2015;0,0;0,0;0,0;0,0;0,0;0,0;0,0;NO;100;H;20;GRIÑON;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-10-DAM-2015;4,0;5,0;8,0;6,0;2,0;6,0;5,2;SI;18;H;18;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-15-SMR-2012;2,0;5,0;7,0;5,0;2,0;6,0;4,5;NO;70;H;19;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-03-DAM-2015;6,0;6,0;8,0;8,0;6,0;8,0;7,0;SI;66;H;19;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-05-DAM-2015;7,0;7,0;9,0;8,0;3,0;6,0;6,7;SI;32;H;18;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-04-DAM-2015;7,0;5,0;5,0;7,0;6,0;6,0;6,0;SI;38;H;18;MOSTOLES;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-19-DAM-2015;7,0;7,0;5,0;8,0;5,0;****;6,4;SI;88;H;18;CAMPO REAL;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-06-DAM-2015;7,0;7,0;8,0;8,0;7,0;7,0;7,3;SI;117;H;19;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-01-DAM-2015;5,0;5,0;7,0;6,0;2,0;5,0;5,0;SI;153;H;20;PINTO;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-17-DAM-2015;4,0;5,0;8,0;6,0;2,0;6,0;5,2;SI;44;H;20;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-09-DAM-2015;2,0;5,0;7,0;5,0;2,0;6,0;4,5;NO;86;H;20;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-12-DAM-2015;6,0;6,0;8,0;8,0;6,0;8,0;7,0;SI;12;H;18;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-22-DAM-2015;7,0;7,0;9,0;8,0;3,0;6,0;6,7;SI;26;H;21;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-23-DAM-2015;7,0;7,0;5,0;8,0;5,0;5,0;6,2;SI;24;H;28;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-21-DAM-2015;5,0;5,0;5,0;8,0;2,0;7,0;5,3;SI;90;H;18;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-24-DAM-2015;4,0;5,0;8,0;6,0;2,0;6,0;5,2;SI;33;H;19;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-25-DAM-2015;9,0;6,0;5,0;9,0;8,0;8,0;7,5;SI;21;H;18;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-26-DAM-2015;4,0;5,0;8,0;6,0;2,0;6,0;5,2;SI;50;H;18;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM1;VESPERTINO;A1-17-DAM-2015;8,0;8,0;9,0;10,0;7,0;7,0;8,2;SI;75;H;18;GUADARRAMA;ESPAÑOLA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-04-SMR-2012;7,0;8,0;8,0;7,0;6,0;7,0;7,2;SI;236;H;21;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-09-DAM-2014;9,0;9,0;9,0;7,0;8,0;8,0;8,3;SI;44;H;21;ARAVACA;RUMANA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-02-DAM-2014;9,0;8,0;5,0;6,0;5,0;7,0;6,7;SI;70;H;32;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-08-DAM-2014;9,0;9,0;8,0;6,0;8,0;8,0;8,0;SI;43;H;30;PINTO;ESPAÑOLA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-10-SMR-2012;5,0;6,0;5,0;5,0;6,0;6,0;5,5;SI;191;H;21;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-18-DAM-2014;6,0;6,0;7,0;8,0;6,0;8,0;6,8;SI;91;H;21;MADRID;HUNGARO
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-04-DAM-2014;7,0;9,0;6,0;6,0;7,0;8,0;7,2;SI;50;H;24;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-23-DAM-2014;5,0;7,0;7,0;7,0;5,0;7,0;6,3;SI;182;H;20;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-17-DAM-2014;9,0;9,0;8,0;7,0;8,0;9,0;8,3;SI;75;H;20;TRES CANTOS;ESPAÑOLA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-22-DAM-2014;9,0;9,0;9,0;8,0;7,0;8,0;8,3;SI;37;H;18;MADRID;ECUATORIANA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-13-DAM-2014;9,0;9,0;9,0;6,0;10,0;9,0;8,7;SI;107;M;19;FUENLABRADA;ESPAÑOLA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-11-DAM-2014;6,0;8,0;9,0;8,0;7,0;9,0;7,8;SI;55;H;19;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-14DAM-2014;9,0;9,0;9,0;9,0;10,0;10,0;9,3;SI;76;H;19;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-15-DAM-2014;5,0;8,0;9,0;8,0;5,0;8,0;7,2;SI;30;H;22;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-12-DAM-2014;7,0;8,0;8,0;7,0;6,0;7,0;7,2;SI;236;H;28;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-01-DAM-2014;9,0;9,0;9,0;7,0;8,0;8,0;8,3;SI;44;H;18;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-05-DAM-2014;9,0;8,0;5,0;6,0;5,0;7,0;6,7;SI;70;H;18;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-06-DAM-2014;9,0;9,0;8,0;6,0;8,0;8,0;8,0;SI;43;H;21;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-07-DAM-2014;5,0;6,0;5,0;5,0;6,0;6,0;5,5;SI;191;H;18;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-20-DAM-2014;6,0;6,0;7,0;8,0;6,0;8,0;6,8;SI;91;H;24;GETAFE;POLACA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-21-DAM-2014;7,0;9,0;6,0;6,0;7,0;8,0;7,2;SI;50;H;18;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-24-DAM-2014;5,0;7,0;7,0;7,0;5,0;7,0;6,3;SI;182;H;18;MADRID;CHILENA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-10-DAM-2014;9,0;9,0;8,0;7,0;8,0;9,0;8,3;SI;75;H;18;LEGANES;ESPAÑOLA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-25-DAM-2014;10,0;9,0;8,0;6,0;9,0;9,0;8,5;SI;26;H;19;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-26-DAM-2014;9,0;9,0;9,0;8,0;7,0;8,0;8,3;SI;37;H;22;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-27-DAM-2014;9,0;9,0;9,0;6,0;10,0;9,0;8,7;SI;107;H;28;GUADARRAMA;ESPAÑOLA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-28-DAM-2014;6,0;8,0;9,0;8,0;7,0;9,0;7,8;SI;55;H;18;FUENLABRADA;ESPAÑOLA
2015-2016;INFORMATICA;DAM2;VESPERTINO;A1-19-DAM-2014;9,0;9,0;9,0;9,0;10,0;10,0;9,3;SI;76;M;18;RIVAS-VACIAMADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR1;DIURNO;A1-07-SMR-2015;7,0;8,0;8,0;7,0;7,0;7,0;7,3;SI;12;H;18;MORALZARZAL;ESPAÑOLA
2015-2016;INFORMATICA;SMR1;DIURNO;A1-15-SMR-2015;8,0;9,0;8,0;8,0;8,0;8,0;8,2;SI;4;H;18;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR1;DIURNO;A1-14-SMR-2015;9,0;9,0;8,0;9,0;8,0;9,0;8,7;SI;2;H;21;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR1;DIURNO;A1-13-SMR-2015;6,0;8,0;8,0;7,0;6,0;7,0;7,0;SI;12;H;18;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR1;DIURNO;A1-19-SMR-2015;0,0;0,0;0,0;0,0;0,0;8,0;1,3;NO;80;H;24;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR1;DIURNO;A1-11-SMR-2015;7,0;8,0;8,0;8,0;7,0;5,0;7,2;SI;12;H;18;COSLADA;ESPAÑOLA
2015-2016;INFORMATICA;SMR1;DIURNO;A1-10-SMR-2015;6,0;8,0;7,0;5,0;5,0;5,0;6,0;SI;33;H;18;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR1;DIURNO;A1-08-SMR-2015;6,0;6,0;7,0;5,0;5,0;7,0;6,0;SI;24;H;18;PALMA DE MALLORCA;ESPAÑOLA
2015-2016;INFORMATICA;SMR1;DIURNO;A1-03-SMR-2015;7,0;9,0;7,0;7,0;6,0;7,0;7,2;SI;12;H;19;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR1;DIURNO;A1-16-SMR-2015;8,0;9,0;8,0;7,0;7,0;6,0;7,5;SI;12;H;22;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR1;DIURNO;A1-17-SMR-2015;6,0;8,0;7,0;6,0;6,0;8,0;6,8;SI;66;H;28;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR1;DIURNO;A1-01-SMR-2015;0,0;0,0;0,0;0,0;0,0;6,0;1,0;NO;112;H;18;MADRID;ESPAÑOLA/PERUANA
2015-2016;INFORMATICA;SMR1;DIURNO;A1-18-SMR-2015;8,0;9,0;8,0;9,0;8,0;9,0;8,5;SI;22;H;23;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR1;DIURNO;A1-04-SMR-2015;8,0;8,0;8,0;9,0;7,0;9,0;8,2;SI;14;H;22;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR1;DIURNO;A1-12-SMR-2015;7,0;8,0;7,0;4,0;6,0;8,0;6,7;SI;12;H;26;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR1;DIURNO;A1-02-SMR-2015;7,0;8,0;8,0;8,0;7,0;9,0;7,8;SI;12;H;21;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR1;DIURNO;A1-05-SMR-2015;6,0;9,0;8,0;7,0;6,0;8,0;7,3;SI;12;H;21;TORREJON DE ARDOZ;ESPAÑOLA
2015-2016;INFORMATICA;SMR2;DIURNO;A1-19-SMR-2014;5,0;9,0;5,0;6,0;5,0;8,0;6,3;SI;118;H;32;MOSTOLES;ESPAÑOLA
2015-2016;INFORMATICA;SMR2;DIURNO;A1-03-SMR-2014;7,0;9,0;5,0;7,0;6,0;8,0;7,0;SI;48;H;30;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR2;DIURNO;A1-01-SMR-2014;6,0;8,0;5,0;6,0;5,0;9,0;6,5;SI;37;H;21;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR2;DIURNO;A1-18-SMR-2014;8,0;9,0;8,0;8,0;8,0;7,0;8,0;SI;66;H;21;COLMENAREJO;ESPAÑOLA
2015-2016;INFORMATICA;SMR2;DIURNO;A1-15-SMR-2014;7,0;10,0;7,0;6,0;8,0;8,0;7,7;SI;120;H;24;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR2;DIURNO;A1-20-SMR-2014;8,0;8,0;6,0;6,0;7,0;7,0;7,0;SI;72;H;20;RIVAS-VACIAMADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR2;DIURNO;A1-02-SMR-2014;6,0;8,0;6,0;5,0;7,0;8,0;6,7;SI;167;H;20;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR2;DIURNO;A1-30-SMR-2014;6,0;8,0;6,0;5,0;6,0;5,0;6,0;SI;156;H;18;ALCALÁ DE HENARES;RUMANA
2015-2016;INFORMATICA;SMR2;DIURNO;A1-05-SMR-2014;8,0;10,0;7,0;8,0;6,0;8,0;7,8;SI;72;H;19;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR2;DIURNO;A1-25-SMR-2014;8,0;9,0;6,0;7,0;8,0;8,0;7,7;SI;45;H;19;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR2;DIURNO;A1-11-SMR-2014;7,0;9,0;6,0;6,0;6,0;6,0;6,7;SI;107;H;26;TORREJON DE ARDOZ;ESPAÑOLA
2015-2016;INFORMATICA;SMR2;DIURNO;AI-27-SMR-2014;6,0;9,0;6,0;5,0;5,0;5,0;6,0;SI;49;H;18;COLMENAREJO;ESPAÑOLA
2015-2016;INFORMATICA;SMR2;DIURNO;A1-21-SMR-2014;9,0;10,0;9,0;9,0;9,0;8,0;9,0;SI;2;H;18;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR2;DIURNO;A1-06-SMR-2014;7,0;9,0;5,0;7,0;8,0;8,0;7,3;SI;25;H;21;MADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR2;DIURNO;A1-13-SMR-2014;6,0;9,0;5,0;5,0;6,0;5,0;6,0;SI;64;H;18;RIVAS-VACIAMADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR2;DIURNO;A1-10-SMR-2014;7,0;9,0;8,0;7,0;8,0;8,0;7,8;SI;49;H;18;VALDEMORO;ESPAÑOLA
2015-2016;INFORMATICA;SMR2;DIURNO;A1-12-SMR-2014;6,0;8,0;5,0;6,0;5,0;5,0;5,8;SI;41;H;18;RIVAS-VACIAMADRID;ESPAÑOLA
2015-2016;INFORMATICA;SMR2;DIURNO;A1-16-SMR-2014;6,0;8,0;7,0;5,0;7,0;7,0;6,7;SI;179;H;18;TORREJON DE ARDOZ;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-12-ASI-2016;5,0;7,0;3,0;5,0;3;4,0;4,8;NO;26;H;21;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-17-ASIR-2016;5,0;4;2,0;3;2;1,0;2,7;NO;35;H;18;MADRID;HONDUREÑA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-19-ASI-2016;10,0;8,0;8,0;9,0;7,0;9,0;8,5;SI;3;H;24;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-11-ASI-2016;5,0;7,0;5,0;8,0;5,0;7,0;6,2;SI;23;H;18;BRUNETE;RUMANA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-05-ASI-2016;9,0;7,0;8,0;8,0;7,0;7,0;7,7;SI;18;H;18;VILLANUEVA DE PARDILLO;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-20-ASI-2016;5,0;7,0;4,0;6,0;5;5;5,5;SI;71;H;18;VALDEMORO;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-12-SMR-2013;5,0;7,0;7,0;8,0;6;7,0;6,8;SI;36;H;19;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-14-ASI-2016;5,0;7,0;8,0;8,0;7,0;7,0;7,0;SI;32;H;22;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-04-ASI-2016;8,0;8,0;8,0;9,0;9,0;8,0;8,3;SI;15;H;28;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-08-ASI-2016;5,0;7,0;8,0;9,0;9,0;8,0;7,7;SI;6;H;18;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-13-ASI-2016;5,0;4;5,0;3;4;3,0;4,3;NO;121;H;18;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-16-SMR-2015;5,0;5,0;9,0;7,0;8,0;8,0;7,0;SI;84;H;18;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-16-ASI-2016;5,0;7,0;8,0;9,0;7,0;9,0;7,5;SI;93;H;18;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-18-SMR-2013;8,0;6,0;8,0;9,0;7,0;8,0;7,7;SI;2;H;21;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-01-ASI-2016;5,0;8,0;8,0;8,0;8,0;8,0;7,5;SI;0;H;18;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-20-SMR-2013;9,0;8,0;8,0;9,0;6,0;7,0;7,8;SI;108;H;24;GETAFE;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-18-ASI-2016;9,0;7,0;6,0;7,0;5;7,0;7,2;SI;3;H;18;VELILLA DE SAN ANTONIO;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-09-ASI-2016;10,0;8,0;9;9,0;8,0;9,0;8,8;SI;0;H;18;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-02-ASI-2016;5,0;5;4,0;5,0;4;4,0;4,5;NO;24;H;18;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-03-ASI-2016;5,0;8,0;8,0;9,0;8,0;8,0;7,7;SI;0;H;19;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-15-ASI-2016;5,0;7,0;5,0;6,0;5;5,0;5,6;SI;58;H;22;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-21-ASI-2016;0,0;0,0;0,0;0,0;0,0;0,0;0,0;NO;102;H;28;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-22-ASI-2016;5,0;5,0;6,0;7,0;7,0;5,0;5,8;SI;0;H;18;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-23-ASI-2016;6,0;6,0;6,0;6,0;6,0;5,0;5,8;SI;45;H;23;MAJADAHONDA;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-24-ASI-2016;5,0;8,0;8,0;9,0;8,0;9,0;7,8;SI;11;H;22;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-25-ASI-2016;5,0;6,0;7,0;5,0;7,0;7,0;6,2;SI;42;H;26;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-26-ASI-2016;5,0;6,0;6,0;8,0;6,0;7,0;6,3;SI;6;H;21;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-27-ASI-2016;5,0;7,0;5,0;5,0;5,0;7,0;5,7;SI;26;H;21;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-28-ASI-2016;8,0;8,0;8,0;8,0;8,0;7,0;7,8;SI;66;H;32;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR1;DIURNO;A1-29-ASI-2016;9,0;8,0;9,0;9,0;9,0;9,0;8,8;SI;21;H;30;ALCALÁ DE HENARES;RUSA
2016-2017;INFORMATICA;ASIR2;DIURNO;A1-01-ASI-2015;8,0;5,0;1,0;3,0;1,0;2,0;3,3;NO;64;H;21;MADRID;CHINA
2016-2017;INFORMATICA;ASIR2;DIURNO;A1-02-ASI-2015;9,0;6,0;5,0;6,0;5,0;8,0;6,5;SI;92;H;21;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR2;DIURNO;A1-03-ASI-2015;5,0;9,0;6,0;9,0;8,0;9,0;7,7;SI;19;H;24;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR2;DIURNO;A1-04-ASI-2015;5,0;5,0;6,0;7,0;7,0;5,0;5,8;SI;3;H;20;MADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR2;DIURNO;A1-05-ASI-2015;8,0;8,0;5,0;8,0;7,0;8,0;7,3;SI;44;H;20;MADRID;PERUANA
2016-2017;INFORMATICA;ASIR2;DIURNO;A1-06-ASI-2015;0,0;0,0;0,0;0,0;0,0;0,0;0,0;NO;90;H;18;RIVAS-VACIAMADRID;ESPAÑOLA
2016-2017;INFORMATICA;ASIR2;DIURNO;A1-07-ASI-2015;5,0;5,0;5,0;5,0;5,0;5,0;5,0;SI;36;H;19;SAN FERNANDO DE HENARES;ESPAÑOLA
